adjusted_job,job,detail,工资,经验要求,学历,公司名称,公司阶段,公司规模,公司领域
咨询顾问,咨询顾问（企业大学方向）,工作内容1.结合国家政策、行业趋势和业主方特点，策划人才培养体系及专项培训方案，重点关注大型国有企业人才选用育留过程，关注企业大学建设及数字化转型过程；2.响应用户需求，或在内部策略驱动下，策划、设计和开发人才评价、能力开发产品体系；3.结合政策热点和市场信息，自主设计和开发适用于业主方全岗位人群的课程体系，并主导知识转移过程；4.配合商务团队完成售前咨询、启动方案、实施方案、中间成果和项目验收等相关工作。任职要求1.人力资源，哲学，汉语言，历史或相关专业本科以上学历；2.至少三年以上大型企业人才发展、培训策划相关领域工作经验；3.有良好的产品策划、设计和开发能力，有文字高质量输出能力和产品方案精准宣讲能力；4.有执行力和强烈内驱力。有国网公司领域相关工作经验者优先。,12-22K,经验不限,本科,中电启智,未融资,20-99人,企业服务
咨询顾问,产教融合咨询顾问-北京-00819,岗位职责1. 负责对产教融合相关政策、行业趋势进行深入研究，分析市场需求，为企业提供基于产教融合的发展战略建议。2. 承担销售收入指标，深入了解客户的业务需求和目标。根据需求，设计产教融合项目方案，包括但不限于教育培训计划、校企合作模式、实习实训基地建设等，并负责方案的实施监督。3. 积极参与行业企业和教育机构开发活动，与潜在的客户和合作伙伴建立并维护良好的关系，推动校企合作项目的落地执行。4. 负责产教融合项目的全过程管理，包括项目拓展、进度监控、质量控制、风险管理和持续优化。5. 为企业提供产教融合相关的培训服务，包括内部员工培训、合作伙伴培训等，提升项目执行效率。6. 结合行业企业、院校、政府等相关机构现状，撰写产教融合提升实施方案或相关文稿。7. 定期对产教融合项目进行绩效评估，数据化业务过程并编制项目报告，为管理层提供决策支持。任职要求1. 硕士以上学位， 具有3年以上产教融合、职业教育、人力资源管理或相关领域的工作经验；2.熟悉大型企业培训和院校专业建设，做过双碳或数字经济相关项目业务拓展与解决方案的优先；3. 熟悉国家和地方关于产教融合的相关政策，具备良好的政策解读和应用能力；4. 具备项目管理经验，能够独立负责项目的策划、执行和监控；5. 优秀的沟通、协调、团队合作能力，较强的数据分析和问题解决能力，具备创新思维；,10-14K,3-5年,硕士,学大教育,已上市,10000人以上,培训/辅导机构
咨询顾问,助理咨询顾问,岗位职责：1、负责项目管理，根据项目需求确定解决思路，制定项目计划，并通过任务分配、团队合作、过程管理、辅导反馈对项目组员工作进行管理；2、负责与客户方对项目思路、项目计划、项目进度以及项目过程的沟通，并在关键节点进行沟通、汇报、宣贯等动作，完成高质量项目交付；3、协助公司持续不断地在专业领域进行知识沉淀和产品创新。录用要求：1、 本科及以上学历（硕士优先），人力资源管理、教育学、心理学、管理学相关专业；2、2年以上咨询顾问或企业大学、人力资源工作经验；3、 独立负责培训体系建设、人才发展等咨询工作模块，或在企业内部主导此类项目；4、 英文较好，具有良好的沟通影响力、学习能力、撰写方案能力以及创新能力；5、优秀的应届生考虑。,9-14K,1-3年,硕士,华成战投,未融资,100-499人,咨询
咨询顾问,高级顾问，组织和人才变革咨询,毕马威中国提供审计、税务和咨询等多领域专业服务，专注为客户及其行业排忧解难。我们不仅承诺为客提供优质服务，也致力于担当负责任的企业公民，为环境和所在社区带来积极影响在毕马威，你会发现一个充满机遇的世界，我们的员工在这里为客户和社会提供他们所需的洞察力，以建立一个可持续的未来。业务线简介在如今不断变化的环境中，企业一直在寻求各种方法疏理和整合流程、系统和人力资源，从而创造出更高效的业绩。毕马威的人员与变革咨询团队制定了不同的策略以吸引、发展、激励、挽留和管理人才，实现企业的目标。我们与客户相互合作，针对客户的架构设计与发展、行为变革管理、人才管理、优化人力资源营运和人力需求管理等提供建议。工作职责- 主要专业服务范围包括但不限于，战略解码、经营管理提升、组织架构与管控授权、岗位、薪酬激励、绩效管理、人才盘点、人才/领导力发展、企业文化建设等方向；- 作为项目组核心成员或模块负责人，工作内容包括但不限于行业研究、标杆案例分析、经营数据分析、解决方案撰写、方案汇报等；- 业务拓展类工作，包括但不限于项目建议书的撰写、完善以及客户界面沟通等。任职要求- 高级顾问工作年限2-5年，其中乙方咨询经验至少2年；- 追求卓越，持续学习，良好的商业敏锐度与较强的逻辑思维能力；- 具备同理心，对客户、对团队有高度承诺；- 积极主动，有自驱力，注重任务闭环管理，抗压能力强，接受出差与客户端驻场；- 优秀的中文写作能力与人际沟通技巧，良好的商务英语水平。关于毕马威在毕马威中国，我们承诺成为一名平等机会雇主，对任何形式的歧视行为采取零容忍态度。对于我们而言，创造一个多元、共融和灵活的工作环境，使我们的员工在个人和专业层面上都能得到发展和成长至关重要。毕马威中国致力于把环境、社会和治理（ESG）注入我们的血脉之中，让员工成为积极变革的推动者，为客户带去更好的方案和服务，并帮助客户实现他们自身的ESG 目标。查看我们的影响力计划，了解更多关于我们在治理原则、以人为本、关爱地球和实现繁荣四个关键领域作出的ESG承诺和取得的进展，以及我们如何为员工、环境和社会产生积极影响。我们鼓励您保持本色并且欢迎所有符合资格的候选人申请，希望您与我们一起解锁机会。了解更多公司信息请访问毕马威中国网站毕马威中国。您认可并同意，对于您在此提交的关于自身的个人信息，毕马威中国将仅为其候选人甄选的目的而使用，并根据其在线隐私声明和/或《毕马威中国隐私声明》（统称“隐私声明”）收集、使用、处理及保存您的个人信息。在其招聘过程中，毕马威中国可能需要将候选人的个人信息存储其指定的第三方的招聘管理系统中。如果您对您在此中提供的信息或您的工作申请有任何疑问，请联系您提交申请所在地的毕马威中国的人力资源部人员[由此查看]。,20-30K,3-5年,本科,毕马威,不需要融资,1000-9999人,咨询
咨询顾问,财经/人力咨询顾问助理,岗位职责：1.协助咨询顾问完成多行业的咨询、规划、研究及相应的咨询分析工作，协助收集整理项目资料，在指导下编写管理改善方案。2.协助编写交付物(如Proposal、Report、培训材料等)，外部信息调研，并根据要求撰写PPT版本的调研报告。3.项目支持：支持管理咨询相关项目具体工作包括但不限于数据分析、访谈跟进、信息整理报告绘制。4.完成团队交代的其他工作，如会议资料准备、报告、项目对接与沟通等。岗位要求：1. 专业不限，以下专业优先，经济学、心理学、管理学、人力资源、工商管理等相关专业，对咨询怀有浓厚兴趣者可放宽专业；2. 能力要求：理解基本的商业理念，能应用基础的分析工具：能熟练运用Excel、PPT、Word等软件；3. 实习时间至少3个月，每周保证三天以上。职位亮点：可远程办公线上支持，可提供实习证明，表现出色有转正机会。,120-150元/天,3天/周 3个月,本科,,,,
人力资源,人力资源-HR,任职资格：1、20-35周岁，全日制统招本科以上学历2、抗压能力强，能吃苦耐劳，有强烈的上进心3、有毅力，具备良好的沟通能力4、具有高度敬业精神及优秀服务意识，执行力强，有团队合作精神5、HR，负责招聘培训等事宜薪酬福利：无责底薪6000加绩效奖带薪年假及公休假团队年轻，氛围轻松商业保险加互助金,8-13K,经验不限,本科,Lianjia.链家,C轮,20-99人,房地产中介/租赁
人力资源,人力资源hr,岗位职责：1. 负责人事招聘工作：如面试安排、面试接待和反馈跟踪工作，协助HR经理整理归纳招聘情况等；2.辅助完善人事档案资料库并及时进行整理更新；3. 参与组织策划公司各项文化活动，推动活动落地；4. 参与物资的申请、采购、发放、管理工作；5. 参与行政后勤等相关工作；任职要求：1、本科学历，不限专业，喜欢玩游戏者优先，24、25届可投，实习提供转正机会；2、对人事行政工作有浓厚兴趣，希望深耕;3. 善于学习，做事踏实认真，有责任心，抗压能力优秀；4. 具备较强的文字组织与语言表达能力；5. 有较强的组织、协调、沟通能力及人际交往能力。,7-8K,在校/应届,本科,趣海互联科技,不需要融资,100-499人,游戏
人力资源,人力资源主管HR,隶属北京总部的人力资源部门。负责领班以上级招聘；组织培训； 参与绩效考核；有高端服务业、零售业招聘经历，海外学习或工作经历者优先考虑。频繁换工作，无统招专科以上的学历，经验掺水作假者，请勿扰，谢谢。我们在入职前会做严格的背景调查。,7-9K,3-5年,本科,城市展望,未融资,100-499人,生活服务(O2O)
人力资源,HR Head（人力资源负责人）,岗位职责：1.根据公司战略，制定人力资源规划和年度工作计划，确保人力资源工作与公司整体战略相匹配。2. 设计和优化公司的组织架构，明确部门职责和岗位设置，提高组织运行效率。推动组织变革，解决组织发展中的问题，促进公司的持续发展和创新。3. 领导招聘团队，评估和筛选候选人，进行面试和背景调查，确保招聘质量和效率。4. 设计和完善公司的绩效管理体系，确保绩效评估的公平、公正、公开。5. 设计和管理公司的薪酬体系，确保薪酬具有竞争力和内部公平性。6. 促进团队合作和员工之间的沟通与协作，提高员工的工作积极性和忠诚度。7. 领导和管理人力资源团队，指导和评估员工的工作表现，提供培训和发展机会，激励团队成员提升绩效。制定人力资源部门的工作流程和标准，提高工作效率和服务质量。岗位要求：1. 本科及以上学历，人力资源管理、工商管理等相关专业优先。2. 具有10年以上人力资源管理工作经验，其中至少5年担任人力资源管理高级职位。3. 精通人力资源管理的六大模块，具备深厚的专业知识和丰富的实践经验。4. 具备出色的战略规划和决策能力，能够从公司全局出发制定人力资源战略。5. 拥有优秀的组织协调和沟通能力，能够与各部门有效合作，推动人力资源工作的开展。6. 具有高度的责任心、敬业精神和职业道德。具备较强的学习能力和创新精神，能够适应不断变化的人力资源管理环境。,25-40K·15薪,5-10年,本科,北京衔远,天使轮,20-99人,计算机软件
人力资源,HR-人力资源专员,岗位职责：1. 负责人力方向招聘工作：如面试安排、面试接待和反馈跟踪工作，协助HR经理整理归纳招聘情况等；2.辅助完善人事档案资料库并及时进行整理更新；3. 参与组织策划公司各项文化活动，推动活动落地；4. 负责物资的申请、采购、发放、管理工作；5. 负责行政后勤等相关工作；任职要求：1、本科学历，专业不限；2、对游戏行业有浓厚兴趣，希望深耕;3. 善于学习，做事踏实认真，有责任心，抗压能力优秀；4. 具备较强的文字组织与语言表达能力；5. 有较强的组织、协调、沟通能力及人际交往能力。,7-9K·13薪,在校/应届,本科,智周未来,未融资,100-499人,互联网
人力资源,hr人力资源实习生,岗位职责：1.负责公司入、离、调、转等员工关系工作；2.负责集团花名册、日记账信息汇总维护；3.员工月度考勤核算、加班数据汇总及工时核对工作；4.进行线上及线下员工档案梳理维护工作；5.进行意外险人员增减员操作； 6.协助开展培训组织协调、招聘及部门安排的其它日常性工作。任职要求：1.人力资源、工商管理及相关专业，大专或本科在校学生，保证可全职实习至2025年3月底，每周可实习5天优先考虑；2.掌握办公软件操作，做事认真、细心，有责任心；3.对人力资源工作有一定的兴趣，致力于长期在人力资源领域发展。工作地点：昌平区生命谷产业基地24号楼，不提供住宿。注：实习日薪已含折算房补。,110-160元/天,5天/周 7个月,大专,,,,
人力资源,hr人力资源实习生,工作内容：协助处理人力资源及行政相关工作，负责公司会议组织与材料收集，后勤及综合事务管理。学历要求：全日制大学本科/研究生在读，专业不限。工作经验：不限，具有同岗位相关实习经验者优先。专业技能：熟练使用办公软件、办公自动化设备。能力要求：认真细致，具有良好的文字素养、较强的学习能力、计划与执行能力、理解判断力及沟通能力，有良好的抗压能力及团队合作能力。公司福利：双休、团建及节日福利等，不提供食宿。,150-200元/天,5天/周 6个月,本科,,,,
人力资源,人力资源（HR）实习生,主要职责：协助进行招聘流程，包括简历筛选、电话初筛、面试安排等。负责员工入职流程，包括新员工培训的组织和协调。协助维护员工档案和人力资源数据库。协助组织员工活动和团队建设活动。完成HR团队分配的其他任务和项目。任职要求：目前就读于人力资源管理、商业管理、心理学或相关专业的本科生或研究生。具备良好的沟通能力、细心、踏实。能够熟练使用Microsoft Office套件，包括Word、Excel和PowerPoint。能够在快节奏和多任务环境中有效工作。二次元及二游爱好者优先能长期实习者优先,120-150元/天,3天/周 3个月,大专,心影随形,A轮,20-99人,计算机软件
人力资源,hr人力资源实习生,岗位描述：1、协助招聘，包括简历筛选、面试邀约、背景调查等。2、协助员工关系，包括员工入、转、调、离等流程办理，员工信息统计、人事系统维护等。3、参与员工培训，包括培训计划辅助执行、培训会议组织、培训总结撰写等。4、其他行政辅助。任职要求：1、学历背景：本科大四以上在校生，人力资源、管理学等相关专业。2、技能要求：熟练操作excel、ppt等软件，具备良好的沟通协调能力。3、实习时间：每周出勤4天以上，实习期3个月。4、其他要求：具有良好的政治素质，工作认真细致，有较强的责任心。,100-150元/天,4天/周 3个月,本科,日报媒体技术,不需要融资,100-499人,互联网
人力资源,HR人力资源实习生,【职位名称：HR人力资源实习生】【你将会做】 该岗位分为对内和对外两个方向，你可以选择其中一个方向参与工作：对内HR：1. 支持组织成员的入离职手续办理及员工日常问题解答。2. 管理员工合同，包括归档、调取、借阅和整理，确保纸质合同与电子合同的准确性和完整性。3. 负责考勤管理与薪酬计算，核对相关数据，优化相关制度方案。4. 协助领导进行数据看板的分析、维护、跟进与优化，确保公司人事数据的准确性和完整性。5. 协助部门项目工作及领导交办的其他任务。对外HR：1. 使用多方招聘平台和招聘系统人才库，搜寻符合要求的候选人简历。2. 判断候选人的工作意向和岗位适配度。3. 基于候选人基本情况进行岗位匹配和面试安排。4. 维护和开拓招聘渠道，分析人才市场的周期性变化。5. 协助统计招聘数据，为团队招聘进度提供可视化数据支持。【你需要具备】1. 优秀的沟通表达能力和清晰的思维逻辑；2. 为人正直、坦诚，具备亲和力，耐心、细致、认真负责，抗压能力强，自我驱动力强，工作积极主动；3. 对人力资源工作有浓厚兴趣，有人力资源实习经验者优先；4. 能保证每周工作 4-5 天，持续三个月以上，期间无需长期请假者优先。【薪资待遇】240-360/天【关于奇绩】 奇绩创坛成立于2019年，由陆奇博士创立，陆奇博士曾任百度总裁兼 coo，曾任微软全球执行副总裁和雅虎执行副总裁。过去4年多，已经投资加速近320家创业公司。奇绩的前身是YC中国，YC是全球顶尖的早期投资加速机构，是Stripe，Airbnb等80多家独角兽的首轮投资孵化机构。奇绩将YC过去18年的经验和方法本士化，投资并加速早期技术驱动的企业。奇绩创坛的使命是在源头最大化地驱动创新，核心产品是奇绩创业营，奇绩合伙人会全身心投入3个月，像联合创始人一样，手把手帮助入营项目，长期目标是建设源于中国的最大最活跃的早期创业者社区。,240-360元/天,4天/周 3个月,本科,,,,
人力资源,海外人力资源实习生HR,1、参与公司人力资源管理的各个模块，包括但不限于招聘、培训、绩效管理、员工关系等。 2、协助HRBP进行日常工作，如数据录入、文件整理、会议安排等;3、与各部门合作，了解他们的人力资源需求，参与解决方案的制定。4、协助组织公司内部活动，增强员工凝聚力和团队合作精神。 5、完成上级领导交办的其他任务。 职位要求： 1、本科及以上学历，人力资源管理、心理学、管理学等相关专业优先，实习期6个月以上。2、具备良好的沟通能力和团队合作精神，能够与不同层次的人员进行有效的沟通和协作。 3、有较强的目标感和责任心，能够承担工作压力并按时完成任务，可接受加班。 4、熟练使用办公软件，如Word、Excel、PPT等。 5、具备良好的学习能力和创新精神，愿意不断提升自己的专业知识和技能。 6、有相关实习经验者优先考虑。,100-150元/天,5天/周 4个月,本科,四达时代,不需要融资,1000-9999人,互联网
人力资源,人力资源hr（轮岗培养）,岗位职责：● HRBP：识别业务需求，将人力资源活动与业务战略结合，提出HR侧解决方案支持业务目标。● COE-招聘：负责招聘项目设计管理、人才吸引和雇主品牌建设，以确保组织内有足够人才储备。● COE-薪酬福利：关注数据能力，设计、实施和管理员工薪酬福利方案，根据需求给出合适薪酬方案。● COE-企业文化：注重思维的开放和多元，梳理、沉淀好未来文化价值观及文化故事，统筹运营集团文化活动，营造文化氛围。任职要求：1、2024-2025年应届毕业生，本科及以上学历，专业不限；2、认同好未来的使命、愿景、文化价值观；3、有清晰的职业规划和职业发展目标，对于从事HR相关工作有饱满的热情； 4、良好的逻辑分析和解决问题能力，学习力强；优秀的沟通表达能力，擅于团队合作；5、乐观、皮实，有很强的自驱力，有创新性思维和判断力；我们将为你带来【培养规划】入职集中培训+通道陪伴赋能+事业部工作实践【收获成长】● 广阔发展前景在教育领域深耕多年的好未来注重构建教育生态，业务多元。HR部门多模块学习，带你全方位多角度体验人力资源相关工作，成为最懂业务的HR。● 完备培养体系凝聚年轻且具备共同信念的伙伴，使命驱动、勇于担当、开放坦诚、平等透明。定制专属青藤培养计划，丰富的学习资源、大咖赋能分享、导师一对一指导，伴你快速成长不迷茫。● 人才无忧保障提供有市场竞争力的薪酬水平，除基本工资、六险一金、年终奖金、司龄补贴外，每年还有调薪机会。带薪公益假、子女报班优惠、免费体检、节日礼品、生育礼金等多项特色福利，助你更好平衡工作与生活。工作地点：部分岗位定岗北京，部分岗位前往全国各地定岗，可根据个人规划选择投递，调整最佳职业方向，发掘你的深层潜力。,10-14K·14薪,在校/应届,本科,好未来,已上市,10000人以上,互联网
人力资源,人力资源实习生（HR实习生）,"实习优势：央企控股上市公司、行业领先、大平台，领导nice,团队open,人力资源体系完善。实习内容：1、负责招聘支持工作，包括不限于：广告维护、简历筛选、面试邀约、过程沟通反馈、资料数据收集整理等。2、负责日常员工入里调转手续办理，人事系统维护，人事基础数据收集整理，人事档案维护。3、协助组织开展文化培训活动。4、协助开展其他人力资源工作。实习要求：1、面向2025年及以后毕业在校大学生，本科及以上学历，人力资源专业优先。2、每周保证不少于5天实习，连续实习期保证不少于4个月。3、踏实沉稳，认真严谨，积极主动，优秀的沟通协调能力，团队协作能力，强保密意识。地点：北京市亦庄经济开发区天骥智谷 A6座远光软件，地铁亦庄线经海路附近。",130-160元/天,5天/周 4个月,本科,远光软件,已上市,1000-9999人,计算机软件
人力资源,昆仑芯-人力资源与行政部_HR招聘实习生,工作职责:-通过各种招聘渠道搜索、筛选候选人简历，能够及时、高效地完成mentor给予的招聘相关工作 -协助组织实施招聘工作：包括搜寻简历、电话沟通、面试安排、入职跟进等工作 -及时收集招聘相关信息和数据，提交总结报告 -协助处理部门日常事务，完成部门领导交办的其他事宜任职资格:-25届及以后毕业的同学-具备良好的文案撰写能力，有互联网HR实习经验优先 -有较强沟通能力及执行力，积极主动，责任心强，工作踏实 -熟练运用excel、word、ppt等办公软件-能连续实习4个月及以上，每周出勤4天及以上者优先,100-150元/天,4天/周 4个月,本科,百度,已上市,10000人以上,互联网
人力资源,人事顾问、人力资源咨询顾问,岗位职责：1、负责人事相关法规政策及信息收集；2、负责全国一、二、三级地区人事政策咨询及答疑；3、负责人事相关业务协助处理；4、完成领导交办的临时性工作任职要求：1、18–30岁，全日制本科或以上学历;2、脚踏实地，工作认真；性格热情，开朗，善于主动与人沟通及自我激励;3、熟练电脑操作（网页浏览、OFFICE软件操作）;4、普通话标准，表达清晰。,4-5K,经验不限,本科,数字猿,不需要融资,20-99人,大数据
人力资源,人力资源专员（2024应届生，人事运营方向）,"这里有一群温暖活泼热情的HR小伙伴等你来，通过面试技能培训加持，全方位祝你胜任职场，广结英杰，期望你身怀绝技、思维敏捷，玩转情理法。此为急招岗，需要国庆后可以到岗的同学【岗位职责】：1. 协助主管当地人才户政、社保公积金、异动、考勤等运营工作有效交付和落地；2. 负责为员工和管理者咨询提供及时专业的政策和规则解答，负责日常员工关系解决和流程执行；3. 协助主管梳理、分析员工关系制度、流程、机制，推动继承性优化提效；4. HR系统运营维护，根据需要进行相关数据分析；5. 其他人力资源相关工作支持和协助。【任职要求】：1. 统招本科及以上学历,985/211/国际名校优先，法学/人力资源/心理学/统计学/数学/经济学等专业优先，有学生干部经历或文艺特长优先；2. 具有良好的沟通表达能力，清晰的逻辑思维，看待实物多元化思维视角，灵活的学习能力，良好的抗压和团队合作能力；3. 性格坦诚阳光，积极向上，做事踏实认真负责，强大的自驱力、精益求精，善于思考并能思辨的执行，有创新意识。",5-10K,1年以内,本科,新航道国际教育集团,不需要融资,1000-9999人,培训/辅导机构
人力资源,人力资源,人力资源的岗位职责和工作内容主要包括以下几个方面:1、招聘和筛选。负责招聘和饰选合适的员工，与部门负责人沟通了解岗位需求，利用各种招聘渠道发布职位信息，从大量求职申请中筛选出合适的候选人，并进行面试和背景调查，最终选出优秀的人才。2、培训与发展。负责员工的培训与发展，根据员工的需要制定培训计划，培训员工的专业知识和技能发展员工的职业规划，为员工提供成长的机会。3、绩效管理。制定和管理绩效评估体系，协助各个部门设定目标，定期对员工的绩效进行评估，包括定期评估员工的工作表现、提供反馈和奖励，并协助处理员工的工作问题。4、薪酬福利管理只。制定和管理薪酬福利政策，对市场行情进行调研，确保员工的薪酬和福利与行业水平保持一致，管理员工的福利计划，如医疗保险、休假政策等。5、员工关系管理。作为员工与管理层之间的桥梁，处理员工的诉求制定和执行公司的员工政策，组织员工的活动，促进员工之间的沟通和合作。6、公司文化建设。负责公司文化的建设和传播，制定公司的价值观和行为准则，通过培训和活动来传达并践行这些价值观。7、完成公司领导交办的其他工作。此外，人力资源部门还负责建立、建全公司人力资源管理系统，确保人力资源工作按照公司发展目标日趋科学化、规范化;制订公司用工制度、人力资源管理制度、劳动工资制度、人事档案管理制度等;制订和实施人力资源部工作目标和工作计划;定期收集公司内外人力资源资讯，建立公司人才库等。,7-9K,3-5年,大专,,,,
人力资源,人力资源专员（HRBP）,"JOB SUMMARY:Understand business strategy and team operation status, enable the effective implementation of human resource strategy, policies and programs in the business department that matches the business plan. Understand business strategy and team operation status, enable the effective implementation of human resource strategy, policies and programs in the business department that matches the business plan.MAJOR RESPONSIBILITIES: •Understand business operating model and team operation status, enable the effective implementation of human resource strategy, policies and programs in the business department including but not limited to employee life-cycle management, employee relations, career development, etc.•Collaborate with the management team to establish/implement effective company policies, procedures, standards, etc. •Establish effective and diversified channels to enhance interaction between management and employees, ensure the smooth flow of information in the organization, and advocate company value and culture to continuously improve team engagement, take right action plan as needed.•Partner with Organization Development and Talent Development to training and talent program according to the business team situation plan and follow up the implementation. •Make analysis to evaluate the effectiveness of human resources’ delivery to business clients.•Perform other duties as assigned. QUALIFICATIONS:  •1-3 years' experience in human resources.•HRBP/ER working experience in MNC companies and handle volume employee management.•Understand the basic work of each human resource module, and have practical experience of ER, TA, OC, OD modules, familiar with relevant national human resource policies, laws and regulations. •Self-driven, strong thinking ability, fast leaner, open minded.•Fluent in oral and written English.EDUCATION:  Bachelor degree or above.",10-13K·13薪,1-3年,本科,北京环球主题公园,不需要融资,10000人以上,文化艺术/娱乐
人力资源,人力资源,职位描述：1、协助制定和完善集团公司人事规章制度、管理办法及相关管理流程；招聘配置及工资核算2、协助完成公司年度人力成本核算编制及人力成本审核；3、各内外报表的统计审核、确保内容数据准确无误并按时提交上级单位或相关部门；4、组织开展员工年度考核，汇总分析考核结果，建立绩效考核档案；5、员工各项福利的审核与管理；6、员工五险的缴纳、核定等工作7、完成其他人事相关工作。8、具体薪酬面议 任职要求： 1、人力资源、劳动管理等相关专业，三年以上人力资源相关工作经验优先； 2、熟悉国家及地区相关劳动法律法规及政策；拥有人力资源管理师等相关专业证书优先； 3、具有较强的人际沟通、协调、组织能力以及团队精神，责任心强。,6-8K,1-3年,学历不限,,,,
人力资源,人力资源,1.和公司一起编写岗位职责说明书；2：能够简历人才胜任力模型；能够根据公司实际情况制定招聘方案；3.负责招聘相关工作；4.负责员工入职相关工作；5.负责人事管理；6.负责人员培训；7.负责薪酬管理；8.负责建立人员考核制度；9.负责公司相关行政业务；10.负责企业文件建设；11.企业是初创公司，需要0-1搭建，不能接受者勿扰。任职要求：全日制本科（人力资源相关专业）,15-20K,5-10年,本科,,,,
人力资源,人力资源总监,岗位职责： 1、协助制定公司组织发展； 2、监督控制各部门绩效评价过程并不断完善绩效管理体系，提出激励计划和具体实施办法，完善激励机制提出建议，负责薪酬计发管理为薪酬决策提供支持； 3、制定招聘计划和程序，完成招聘任务； 4、制定培训计划，实施培训方案，组织完成培训工作和培训后的情况跟踪，完善培训体系以及人才培养； 5、受理员工投诉，处理劳动争议、纠纷，进行劳动诉讼； 6、参与职位管理、组织机构设置组织编写、审核各部门职能说明书与职位说明书； 7、参与本部门的日常事务管理工作，协助完成本部门员工工作考核、激励及部门资金的预算和控制等工作； 8、指导规划员工活动，协助推动公司理念及企业文化的形成。 任职资格 1、人力资源管理或相关专业、本科学历； 2、八年以上人力资源管理工作经验； 3、熟悉人力资源组织发展，员工关系，人才培养等规定和流程，熟悉国家各项劳动人事法规政策； 4、具有较强的语言表达能力、人际交往能力、应变能力、沟通能力及解决问题的能力，有亲和力，较强的责任感与敬业精神。,30-45K,10年以上,本科,谱尼测试,已上市,1000-9999人,其他行业
人力资源,人力资源总监,岗位职责:1. 负责公司人力资源管理工作，包括但不限于招聘、培训、绩效评估等。2. 建立和完善人力资源管理体系，确保公司人力资源的有效配置和利用。3. 为有效管理人力资源，确保员工与企业共同发展及实现组织目标而能够制定一系列的规章制度。任职要求：1. 具备出色的沟通能力和团队合作精神，能够与不同层级的员工进行有效沟通和协作。2. 拥有良好的问题解决能力和决策能力以及策略性工作思路。3. 具备持续学习和改进的能力，能够不断提升自己的专业素养和管理技能。,8-12K,5-10年,本科,医路援科技,不需要融资,20-99人,其他行业
人力资源,人力资源主管,岗位职责：1、协助开展人力资源管理工作，确保人力资源管理体系高效运转，激励机制不断完善；2、能够独立完成招聘、培训、薪酬、绩效、员工关系等工作；3、优化迭代薪酬体系，设计并完善薪资、考勤、福利规则，执行薪酬福利政策；4、负责绩效考核管理，监督各部门绩效评价过程；5、参与人力资源其他业务，如组织管理、培训、劳动争议等。任职资格：1、人力资源管理、劳动保障等相关专业，统招本科及以上学历；2、精通招聘全流程，具备制度、流程设计规划能力，熟悉绩效考核；3、较强的学习能力和责任心，工作认真严谨、细致、主动；4、具有较强的沟通、协调、组织能力和处理应急事件的能力。,10-15K,3-5年,本科,星购集团,天使轮,20-99人,电子商务
人力资源,人力资源总监,1.有零售连锁企业工作经验2.熟悉人力几大模块3.擅长OD和招聘培训4.执行力强,15-20K,3-5年,本科,四维通联电讯器材,不需要融资,500-999人,通信/网络设备
人力资源,人力资源经理,工作职责：1、从人力资源角度分析业务及团队管理的问题，为公司决策和战略提供支持、建议；2、根据公司整体战略规划，拟定公司人力资源战略规划并推动实施；3、完善公司人力资源管理体系，制定并推动人力资源管理制度的执行；4、优化招聘培训体系，提升招聘培训效果；5、优化薪酬绩效管理制度及实施细则，提升公司整体效率；6、完善公司风险机制，规避和处理公司用工风险；7、日常员工关系管理及维护，打造良好的工作氛围，推动企业文化建设；8、推进人才梯队建设，优化人员结构、提升组织效能；9、完成领导交办的其它工作。任职资格：1、统招本科及以上学历，人力资源管理、企业管理等相关专业优先；2、五年以上人力资源团队管理经验，其中至少两年以上IT行业人力资源团队管理经验；3、熟悉国家、地区及企业关于合同管理、薪酬制度、用人机制、保险福利待遇、培训等方面的法律法规及政策；4、具备较强的计划与执行能力、沟通组织协调能力；5、熟练使用办公软件，具备良好的职业素养。,15-22K·13薪,5-10年,本科,明朝万达,已上市,500-999人,计算机软件
人力资源,人力资源顾问,通过招聘软件以及其他多种渠道招聘公司各种职位所需人员。,4-6K,1年以内,大专,小牛创客,未融资,20-99人,企业服务
人力资源,人力资源顾问,工作职责1、 全面负责所在区域优质老客户做内容产品的商机挖掘与跟进，达成销售指标；2、 结合云学堂产品内容产品体系（包含自研产品及第三方合作产品），能够站在客户的企业经营的视角，为客户提供定制化解决方案，全程主导商务谈判和最终签约，协调并参与培训项目的策划、组织、落地和后续反馈；3、 持续学习和研究人力发展相关领域的和市场信息，与企业HR、培训部、企业大学等部门人员建立良好的客情关系；4、 定期完成相关反馈信息的收集任务，便于公司及时改善服务，提升客户满意度。任职要求1、大专及以上学历；2、3年以上乙方培训公司/在线培训课程销售/企业管理咨询公司工作经验，有培训课程销售渠道或相应的客户资源优先；3、有较强的客户开拓能力，熟悉企业培训、咨询行业的运作模式；4、熟悉企业大学建设、人才发展、学习项目等解决方案优先5、逻辑思维清晰，具备较强的演讲和表达能力，勇于担责， 抗压能力强；6、热爱培训行业，能站在客户的角度思考和解决问题；7、学习能力强，内驱力强冲劲足。,10-15K,经验不限,大专,云学堂,D轮及以上,1000-9999人,互联网
